"","base_coef","base_pvalor","lmnn_coef","lmnn_pvalor","lfda_coef","lfda_pvalor"
"Pearson",-0.0622238922470722,0.825639665480969,-0.055560070840216,0.844089143793666,-0.0692888283716049,0.806171895443304
"Spearman",-0.238351254480287,0.39228853267839,-0.245300008776249,0.378210758292023,-0.256043074854041,0.356994350917892
