"","australian","banknote","breastcancer","breastHess","bupa","climate","diabetes","fertility","german","golub","haberman","heart","ILPD","parkinsons","sonar"
"1",0.318840579710145,0.0251012145748988,0.0732899022801303,0.325,0.545161290322581,0.102880658436214,0.419681620839363,0.222222222222222,0.431111111111111,0.359375,0.429090909090909,0.320987654320988,0.485604606525912,0.289772727272727,0.320855614973262
"2",0.360708534621578,0.0243111831442464,0.0700325732899023,0.3,0.553054662379421,0.0864197530864198,0.444283646888567,0.188888888888889,0.398888888888889,0.246153846153846,0.449275362318841,0.345679012345679,0.487523992322457,0.297142857142857,0.340425531914894
"3",0.333333333333333,0.0202429149797571,0.0814332247557004,0.319327731092437,0.535483870967742,0.0699588477366255,0.467438494934877,0.222222222222222,0.421111111111111,0.230769230769231,0.483636363636364,0.349794238683128,0.472168905950096,0.363636363636364,0.352941176470588
"4",0.323671497584541,0.025910931174089,0.0650406504065041,0.275,0.467741935483871,0.0761316872427984,0.442836468885673,0.211111111111111,0.414444444444444,0.338461538461538,0.465454545454545,0.37037037037037,0.452107279693487,0.291428571428571,0.374331550802139
"5",0.363929146537842,0.0194331983805668,0.0796747967479675,0.383333333333333,0.578778135048232,0.0946502057613169,0.452966714905933,0.211111111111111,0.406666666666667,0.307692307692308,0.478260869565217,0.345679012345679,0.477927063339731,0.272727272727273,0.385026737967914
"6",0.359098228663446,0,0.0861788617886179,0.294117647058823,0.434083601286174,0.0987654320987654,0.455202312138728,0.177777777777778,0.404444444444444,0.353846153846154,0.427536231884058,0.349794238683128,0.45873320537428,0.323863636363636,0.336898395721925
"7",0.333333333333333,0,0.0634146341463414,0.308333333333333,0.463022508038585,0.0864197530864198,0.431259044862518,0.166666666666667,0.404444444444444,0.246153846153846,0.410909090909091,0.39917695473251,0.435700575815739,0.342857142857143,0.3475935828877
"8",0.334943639291465,0.0955465587044534,0.0715447154471545,0.283333333333333,0.47741935483871,0.0864197530864198,0.473227206946454,0.2,0.43,0.476923076923077,0.443636363636364,0.320987654320988,0.487523992322457,0.369318181818182,0.368983957219251
"9",0.307568438003221,0.022672064777328,0.073170731707317,0.291666666666667,0.427652733118971,0.0843621399176955,0.44862518089725,0.222222222222222,0.396666666666667,0.461538461538462,0.465454545454545,0.37037037037037,0.470249520153551,0.342857142857143,0.351063829787234
"10",0.334943639291465,0.0251012145748988,0.0699186991869919,0.277310924369748,0.519354838709677,0.104938271604938,0.466763005780347,0.2,0.422222222222222,0.265625,0.460144927536232,0.333333333333333,0.44721689059501,0.257142857142857,0.379679144385027
